S.No,Name,URL,Exchange Code,CMP Rs.,P/E,Mar Cap Rs.Cr.,Div Yld %,NP Qtr Rs.Cr.,Qtr Profit Var %,Sales Qtr Rs.Cr.,Qtr Sales Var %,ROCE %
168.,S A I L,https://www.screener.in/company/SAIL/consolidated/,SAIL,139.20,14.85,57496.91,1.44,81.78,77.54,23997.81,-1.48,8.10
169.,FSN E-Commerce,https://www.screener.in/company/NYKAA/consolidated/,NYKAA,201.11,1488.63,57475.99,0.00,13.64,192.12,1746.11,22.81,6.87
170.,Hitachi Energy,https://www.screener.in/company/POWERINDIA/,POWERINDIA,13516.00,333.45,57283.07,0.03,10.42,332.37,1327.24,27.61,17.85
171.,United Breweries,https://www.screener.in/company/UBL/consolidated/,UBL,2156.80,127.50,57025.79,0.46,173.80,27.41,2475.13,8.81,13.49
172.,Sundaram Finance,https://www.screener.in/company/SUNDARMFIN/consolidated/,SUNDARMFIN,5092.30,36.92,56575.45,0.59,434.85,15.89,1951.60,23.38,9.21
173.,IDFC First Bank,https://www.screener.in/company/IDFCFIRSTB/consolidated/,IDFCFIRSTB,74.03,19.41,55394.66,0.00,642.64,-12.15,8788.69,27.95,6.93
174.,AU Small Finance,https://www.screener.in/company/AUBANK/,AUBANK,735.95,31.94,54712.24,0.14,502.57,29.90,3769.04,53.32,7.71
175.,Container Corpn.,https://www.screener.in/company/CONCOR/consolidated/,CONCOR,891.95,42.69,54346.01,1.29,259.42,5.29,2103.13,9.38,13.93
176.,Astral,https://www.screener.in/company/ASTRAL/consolidated/,ASTRAL,2008.55,98.95,53955.08,0.19,119.50,0.17,1383.60,7.83,23.16
177.,P & G Hygiene,https://www.screener.in/company/PGHH/,PGHH,16419.15,78.96,53297.77,0.64,81.06,-46.40,931.75,9.29,111.80
178.,Central Bank,https://www.screener.in/company/CENTRALBK/consolidated/,CENTRALBK,59.46,16.57,51616.87,0.00,944.70,90.40,8367.01,15.26,5.29
179.,BSE,https://www.screener.in/company/BSE/consolidated/,BSE,3759.05,85.40,50888.65,0.40,264.29,182.78,670.64,158.33,19.97
180.,Petronet LNG,https://www.screener.in/company/PETRONET/,PETRONET,336.30,12.97,50445.00,2.97,1141.58,44.53,13415.13,15.09,26.41
181.,Bank of India,https://www.screener.in/company/BANKINDIA/consolidated/,BANKINDIA,110.51,7.30,50311.53,2.53,1889.90,20.92,17045.63,18.03,5.69
182.,SJVN,https://www.screener.in/company/SJVN/consolidated/,SJVN,125.99,53.54,49511.49,1.43,357.09,31.40,870.37,28.98,4.99
183.,Tata Elxsi,https://www.screener.in/company/TATAELXSI/,TATAELXSI,7834.30,61.94,48791.72,0.89,184.08,-2.53,926.46,8.96,42.74
184.,Coromandel Inter,https://www.screener.in/company/COROMANDEL/consolidated/,COROMANDEL,1634.15,33.14,48130.87,0.37,309.24,-37.40,4728.83,-16.94,25.98
185.,Escorts Kubota,https://www.screener.in/company/ESCORTS/consolidated/,ESCORTS,4351.35,45.69,48081.66,0.41,293.13,1.11,2309.95,-1.92,16.08
186.,Lloyds Metals,https://www.screener.in/company/LLOYDSME/,LLOYDSME,919.25,34.39,48054.12,0.11,557.48,38.25,2417.24,22.98,78.27
187.,Glenmark Pharma.,https://www.screener.in/company/GLENMARK/consolidated/,GLENMARK,1678.30,,47359.64,0.15,340.24,91.12,3244.18,6.85,12.34
188.,Premier Energies,https://www.screener.in/company/PREMIERENE/consolidated/,PREMIERENE,1049.35,204.80,47302.01,0.00,198.16,532.49,1657.37,171.25,25.23
189.,Data Infr.Trust,https://www.screener.in/company/543225/consolidated/,543225,155.00,46.42,47234.70,,242.80,-29.50,3492.60,24.87,7.27
190.,Federal Bank,https://www.screener.in/company/FEDERALBNK/consolidated/,FEDERALBNK,192.57,11.72,47212.58,0.62,1047.43,16.75,6727.60,25.75,6.93
191.,H U D C O,https://www.screener.in/company/HUDCO/consolidated/,HUDCO,234.60,21.07,46964.57,1.77,557.75,25.15,2188.35,18.76,9.23
192.,Page Industries,https://www.screener.in/company/PAGEIND/,PAGEIND,42033.20,81.36,46867.02,0.88,165.22,4.33,1277.52,3.94,45.02
193.,Gujarat Fluoroch,https://www.screener.in/company/FLUOROCHEM/consolidated/,FLUOROCHEM,4261.65,136.95,46814.23,0.07,108.00,-46.27,1176.00,-2.73,9.76
194.,L&T Finance Ltd,https://www.screener.in/company/LTF/consolidated/,LTF,186.82,18.84,46568.49,1.34,685.25,29.17,3784.40,17.41,8.22
195.,ACC,https://www.screener.in/company/ACC/consolidated/,ACC,2472.40,23.02,46428.52,0.30,361.40,-22.47,5154.89,-0.89,17.27
196.,Sona BLW Precis.,https://www.screener.in/company/SONACOMS/,SONACOMS,744.10,85.23,46227.59,0.41,154.96,49.36,830.07,23.19,23.76
197.,Glaxosmi. Pharma,https://www.screener.in/company/GLAXO/consolidated/,GLAXO,2727.25,59.98,46201.26,1.17,182.33,51.89,814.65,6.96,51.33
198.,KPIT Technologi.,https://www.screener.in/company/KPITTECH/consolidated/,KPITTECH,1682.45,69.62,46123.32,0.40,204.16,52.56,1364.63,24.33,38.36
199.,Fortis Health.,https://www.screener.in/company/FORTIS/consolidated/,FORTIS,610.05,71.74,46056.22,0.16,173.98,49.66,1858.90,12.16,10.34
200.,Coforge,https://www.screener.in/company/COFORGE/consolidated/,COFORGE,6874.25,59.77,45846.97,1.11,139.30,-19.42,2400.80,8.10,28.60
201.,Ola Electric,https://www.screener.in/company/OLAELEC/consolidated/,OLAELEC,103.49,,45647.68,0.00,-347.00,-22.26,1644.00,32.26,-32.13
202.,Jubilant Food.,https://www.screener.in/company/JUBLFOOD/consolidated/,JUBLFOOD,687.90,166.79,45390.75,0.17,58.02,102.19,1933.06,44.85,11.20
203.,Motil.Oswal.Fin.,https://www.screener.in/company/MOTILALOFS/consolidated/,MOTILALOFS,754.80,16.16,45180.39,0.46,883.58,67.36,2312.34,54.00,20.69
204.,UPL,https://www.screener.in/company/UPL/consolidated/,UPL,601.10,,45119.03,0.17,-527.00,-1489.86,9067.00,1.16,3.29
205.,Adani Wilmar,https://www.screener.in/company/AWL/,AWL,345.65,65.20,44923.39,0.00,323.55,941.70,13750.04,11.08,10.41
206.,One 97,https://www.screener.in/company/PAYTM/consolidated/,PAYTM,705.15,,44892.62,0.00,-840.10,-134.99,1501.60,-35.87,-8.50
207.,Cochin Shipyard,https://www.screener.in/company/COCHINSHIP/,COCHINSHIP,1704.90,50.71,44852.64,0.57,180.85,65.30,709.84,59.82,21.62
208.,Biocon,https://www.screener.in/company/BIOCON/consolidated/,BIOCON,372.85,28.66,44764.37,0.13,861.80,532.42,3432.90,0.30,5.96
209.,Tata Technolog.,https://www.screener.in/company/TATATECH/consolidated/,TATATECH,1094.95,68.35,44418.68,0.77,162.03,-15.40,1268.97,0.91,28.29
210.,Blue Star,https://www.screener.in/company/BLUESTARCO/consolidated/,BLUESTARCO,2134.80,87.87,43894.64,0.33,168.76,102.47,2865.37,28.72,25.51
211.,Honeywell Auto,https://www.screener.in/company/HONAUT/,HONAUT,49207.75,81.38,43499.65,0.20,136.50,32.01,960.40,3.01,19.85
212.,Nippon Life Ind.,https://www.screener.in/company/NAM-INDIA/consolidated/,NAM-INDIA,674.25,35.46,42694.86,2.45,332.33,40.99,504.96,42.58,36.24
213.,Bank of Maha,https://www.screener.in/company/MAHABANK/consolidated/,MAHABANK,60.04,9.48,42516.57,2.33,1295.09,46.56,5874.68,22.68,5.38
214.,APL Apollo Tubes,https://www.screener.in/company/APLAPOLLO/consolidated/,APLAPOLLO,1516.70,57.50,42092.15,0.36,193.17,-0.23,4974.30,9.45,25.18
215.,M & M Fin. Serv.,https://www.screener.in/company/M&MFIN/consolidated/,M&MFIN,340.50,20.31,42071.76,1.85,497.01,38.56,4315.52,20.44,8.74
216.,Gujarat Gas,https://www.screener.in/company/GUJGASLTD/,GUJGASLTD,605.45,34.28,41678.58,0.93,329.78,53.32,4450.30,17.69,20.51
217.,Godrej Industrie,https://www.screener.in/company/GODREJIND/consolidated/,GODREJIND,1236.85,84.85,41651.18,0.00,640.86,81.11,4247.93,-5.72,5.59
218.,GE T&D India,https://www.screener.in/company/GET&D/,GET&D,1624.55,144.76,41596.60,0.12,134.54,376.42,958.34,33.55,23.14
219.,Max Financial,https://www.screener.in/company/MFSL/consolidated/,MFSL,1195.40,108.65,41255.02,0.00,155.94,45.18,11798.84,28.69,9.77
220.,Bharat Dynamics,https://www.screener.in/company/BDL/,BDL,1123.65,71.25,41188.80,0.47,7.22,-82.74,191.17,-35.79,24.23
221.,AIA Engineering,https://www.screener.in/company/AIAENG/consolidated/,AIAENG,4321.25,36.31,40758.19,0.37,259.40,-4.75,1019.97,-17.72,22.71
222.,3M India,https://www.screener.in/company/3MINDIA/,3MINDIA,35606.75,70.89,40128.81,0.45,146.48,25.55,995.04,1.86,33.04
223.,Exide Inds.,https://www.screener.in/company/EXIDEIND/consolidated/,EXIDEIND,471.75,45.86,40098.75,0.42,220.75,-1.01,4435.71,4.48,10.15
224.,Ajanta Pharma,https://www.screener.in/company/AJANTPHARM/consolidated/,AJANTPHARM,3184.05,46.58,39772.64,1.13,245.77,18.09,1144.92,12.13,31.60
225.,360 ONE,https://www.screener.in/company/360ONE/consolidated/,360ONE,1079.75,42.51,39379.23,1.53,243.74,66.53,849.34,48.23,14.47
226.,Tata Motors-DVR,https://www.screener.in/company/570001/,570001,768.65,,39086.08,0.40,1251.40,372.94,7769.67,-26.91,
227.,Chola Financial,https://www.screener.in/company/CHOLAHLDNG/consolidated/,CHOLAHLDNG,2079.35,20.03,39045.51,0.03,1159.56,47.63,7632.71,35.68,10.72
228.,New India Assura,https://www.screener.in/company/NIACL/consolidated/,NIACL,235.85,35.45,38868.08,0.87,242.88,-8.04,10417.91,5.23,5.20
229.,Deepak Nitrite,https://www.screener.in/company/DEEPAKNTR/consolidated/,DEEPAKNTR,2819.45,47.74,38455.34,0.27,202.53,35.11,2166.84,22.54,21.65
230.,Indraprastha Gas,https://www.screener.in/company/IGL/,IGL,548.90,22.45,38423.04,1.64,401.45,-8.43,3520.60,3.33,28.76
231.,NLC India,https://www.screener.in/company/NLCINDIA/consolidated/,NLCINDIA,275.90,19.05,38257.30,1.09,566.69,38.23,3376.05,1.80,6.54
232.,Apar Inds.,https://www.screener.in/company/APARINDS/consolidated/,APARINDS,9470.40,45.82,38041.00,0.54,202.54,2.59,4010.52,6.46,43.96
233.,KEI Industries,https://www.screener.in/company/KEI/,KEI,4196.80,62.09,37872.53,0.08,150.25,23.77,2060.50,15.59,27.21
234.,Pun. & Sind Bank,https://www.screener.in/company/PSB/,PSB,55.85,60.64,37853.94,0.36,181.50,18.88,2652.27,14.53,5.59
235.,Embassy Off.REIT,https://www.screener.in/company/EMBASSY/consolidated/,EMBASSY,396.13,41.32,37548.91,1.41,178.76,-23.62,970.45,2.95,5.41
236.,Ipca Labs.,https://www.screener.in/company/IPCALAB/consolidated/,IPCALAB,1479.05,70.79,37524.12,0.27,199.14,18.07,2092.63,32.01,12.77
237.,Natl. Aluminium,https://www.screener.in/company/NATIONALUM/,NATIONALUM,203.02,18.69,37287.30,2.46,601.22,72.08,2856.10,-10.15,16.95
238.,Godfrey Phillips,https://www.screener.in/company/GODFRYPHLP/consolidated/,GODFRYPHLP,7136.95,41.35,37107.80,0.78,228.55,5.68,1170.44,11.85,22.17
239.,IRB Infra.Devl.,https://www.screener.in/company/IRB/consolidated/,IRB,61.41,60.59,37085.50,0.49,139.98,4.64,1852.94,13.38,8.96
240.,LIC Housing Fin.,https://www.screener.in/company/LICHSGFIN/consolidated/,LICHSGFIN,666.45,7.72,36658.95,1.35,1306.40,-0.96,6796.85,0.56,8.79
241.,Aditya Bir. Fas.,https://www.screener.in/company/ABFRL/consolidated/,ABFRL,342.05,,36638.17,0.00,-214.92,-14.16,3427.82,7.25,0.25
242.,Dalmia BharatLtd,https://www.screener.in/company/DALBHARAT/consolidated/,DALBHARAT,1915.75,39.05,35929.44,0.47,145.00,71.64,3621.00,-0.17,6.71
243.,Apollo Tyres,https://www.screener.in/company/APOLLOTYRE/consolidated/,APOLLOTYRE,564.25,21.11,35835.57,1.06,302.00,-18.51,6334.85,1.45,16.45
244.,Star Health Insu,https://www.screener.in/company/STARHEALTH/,STARHEALTH,609.00,40.70,35657.67,0.00,318.93,10.80,3815.66,15.86,17.69
245.,Syngene Intl.,https://www.screener.in/company/SYNGENE/consolidated/,SYNGENE,880.35,74.28,35437.34,0.14,75.70,-44.55,789.70,-2.28,14.74
246.,J K Cements,https://www.screener.in/company/JKCEMENT/consolidated/,JKCEMENT,4582.20,41.27,35405.86,0.33,184.82,50.38,2807.57,1.63,15.80
247.,Kaynes Tech,https://www.screener.in/company/KAYNES/consolidated/,KAYNES,5483.20,167.50,35098.39,0.00,50.78,106.00,503.98,69.59,14.53
248.,Tata Inv.Corpn.,https://www.screener.in/company/TATAINVEST/consolidated/,TATAINVEST,6895.95,94.74,34890.26,0.41,131.07,-10.72,142.46,-6.03,1.67
249.,Metro Brands,https://www.screener.in/company/METROBRAND/consolidated/,METROBRAND,1277.20,84.43,34732.81,0.39,92.27,-1.18,576.08,-1.11,19.66
250.,Brainbees Solut.,https://www.screener.in/company/FIRSTCRY/consolidated/,FIRSTCRY,657.95,,34159.72,0.00,-75.69,46.13,1652.07,17.42,-4.00
251.,CRISIL,https://www.screener.in/company/CRISIL/consolidated/,CRISIL,4588.30,51.63,33554.08,1.18,150.11,-0.31,797.35,3.41,41.36
252.,Endurance Tech.,https://www.screener.in/company/ENDURANCE/consolidated/,ENDURANCE,2383.60,46.51,33528.40,0.36,203.86,24.69,2825.50,15.33,16.60
253.,Hindustan Copper,https://www.screener.in/company/HINDCOPPER/,HINDCOPPER,343.75,91.95,33241.45,0.27,113.41,139.82,493.60,33.07,17.99
254.,K P R Mill Ltd,https://www.screener.in/company/KPRMILL/consolidated/,KPRMILL,968.50,41.08,33104.69,0.52,203.31,0.23,1609.66,-0.07,20.62
255.,Bandhan Bank,https://www.screener.in/company/BANDHANBNK/,BANDHANBNK,205.32,12.86,33076.46,0.73,1063.46,47.49,5535.82,22.40,7.06
256.,Sun TV Network,https://www.screener.in/company/SUNTV/consolidated/,SUNTV,833.55,17.36,32848.92,2.01,559.77,-5.47,1312.40,-2.73,26.20
257.,Brigade Enterpr.,https://www.screener.in/company/BRIGADE/consolidated/,BRIGADE,1344.75,72.19,32842.08,0.15,80.53,267.88,1077.72,64.80,12.66
258.,Go Digit General,https://www.screener.in/company/GODIGIT/,GODIGIT,355.40,180.15,32730.38,0.00,101.34,73.35,2105.44,23.78,6.62
259.,Himadri Special,https://www.screener.in/company/HSCL/consolidated/,HSCL,656.90,72.51,32426.04,0.08,122.78,42.42,1200.41,26.24,19.11
260.,Emami,https://www.screener.in/company/EMAMILTD/consolidated/,EMAMILTD,742.25,43.80,32399.21,1.08,150.60,10.13,906.07,9.74,31.72
261.,Vedant Fashions,https://www.screener.in/company/MANYAVAR/consolidated/,MANYAVAR,1332.15,84.11,32359.04,0.64,62.49,-32.04,239.82,-23.04,30.74
262.,Delhivery,https://www.screener.in/company/DELHIVERY/consolidated/,DELHIVERY,436.75,,32321.17,0.00,54.36,166.48,2172.30,12.57,-1.73
263.,Inox Wind,https://www.screener.in/company/INOXWIND/consolidated/,INOXWIND,245.23,429.11,31972.94,0.00,50.38,173.80,638.81,83.18,4.26
264.,Motherson Wiring,https://www.screener.in/company/MSUMI/,MSUMI,72.29,48.13,31960.19,1.11,148.87,20.90,2184.84,17.54,47.96
265.,M R P L,https://www.screener.in/company/MRPL/consolidated/,MRPL,177.79,11.71,31159.48,1.69,73.22,-92.78,23247.02,10.40,25.75
266.,Poonawalla Fin,https://www.screener.in/company/POONAWALLA/consolidated/,POONAWALLA,399.60,25.48,31078.54,0.50,291.64,45.94,977.59,40.97,10.80
267.,C D S L,https://www.screener.in/company/CDSL/consolidated/,CDSL,1468.80,64.00,30697.92,0.65,134.16,82.36,257.39,71.96,40.18
268.,ZF Commercial,https://www.screener.in/company/ZFCVINDIA/,ZFCVINDIA,16082.20,75.43,30491.85,0.11,99.21,-0.55,938.31,-2.31,20.90
269.,Gland Pharma,https://www.screener.in/company/GLAND/consolidated/,GLAND,1848.45,42.17,30453.53,1.08,143.76,-25.94,1401.71,15.97,13.58
270.,NBCC,https://www.screener.in/company/NBCC/consolidated/,NBCC,169.09,54.83,30436.20,0.37,107.19,39.23,2144.16,11.80,31.99
271.,Century Textiles,https://www.screener.in/company/CENTURYTEX/consolidated/,CENTURYTEX,2710.20,264.75,30271.76,0.18,17.35,-71.52,1149.24,28.48,8.31
272.,Suven Pharma,https://www.screener.in/company/SUVENPHAR/consolidated/,SUVENPHAR,1178.85,124.81,30009.39,0.08,60.77,-49.61,230.69,-33.62,18.78
273.,Piramal Pharma,https://www.screener.in/company/PPLPHARMA/consolidated/,PPLPHARMA,226.29,745.35,30000.35,0.05,-88.64,10.08,1951.14,11.57,5.49
274.,BASF India,https://www.screener.in/company/BASF/,BASF,6859.15,44.91,29693.26,0.22,220.58,86.82,3966.90,17.55,24.99
275.,Sundram Fasten.,https://www.screener.in/company/SUNDRMFAST/consolidated/,SUNDRMFAST,1406.85,55.16,29561.91,0.49,142.69,11.15,1497.67,6.16,18.54
276.,J B Chemicals &,https://www.screener.in/company/JBCHEPHARM/consolidated/,JBCHEPHARM,1888.55,49.96,29331.90,0.65,176.83,24.25,1004.40,12.07,24.55
277.,Multi Comm. Exc.,https://www.screener.in/company/MCX/consolidated/,MCX,5715.65,167.17,29149.82,0.13,110.92,464.19,234.37,60.78,7.15
278.,TVS Holdings,https://www.screener.in/company/TVSHLTD/consolidated/,TVSHLTD,14368.10,32.24,29069.69,0.65,481.03,9.82,10475.65,9.31,14.98
279.,ICICI Securities,https://www.screener.in/company/ISEC/consolidated/,ISEC,896.55,14.88,29048.83,3.23,526.91,94.55,1640.69,75.60,19.74
280.,Authum Invest,https://www.screener.in/company/AIIL/,AIIL,1705.50,7.27,28967.08,0.00,1092.75,3253.02,1412.36,2213.07,39.34
281.,Carborundum Uni.,https://www.screener.in/company/CARBORUNIV/consolidated/,CARBORUNIV,1519.30,75.15,28910.45,0.26,114.84,-0.24,1197.54,-0.47,20.13
282.,Radico Khaitan,https://www.screener.in/company/RADICO/,RADICO,2133.95,106.18,28544.34,0.14,76.31,20.65,1136.54,19.14,13.16
283.,Global Health,https://www.screener.in/company/MEDANTA/consolidated/,MEDANTA,1061.45,59.10,28504.96,0.00,106.27,4.18,861.08,10.45,19.32
284.,Timken India,https://www.screener.in/company/TIMKEN/,TIMKEN,3769.45,71.18,28353.33,0.07,96.31,6.84,783.70,9.21,23.36
285.,Bayer Crop Sci.,https://www.screener.in/company/BAYERCROP/,BAYERCROP,6262.50,42.25,28144.99,2.24,254.20,-22.62,1631.20,-6.23,33.91
286.,Gillette India,https://www.screener.in/company/GILLETTE/,GILLETTE,8531.55,67.54,27804.32,0.53,115.97,26.40,645.33,4.18,58.25
287.,Dr Lal Pathlabs,https://www.screener.in/company/LALPATHLAB/consolidated/,LALPATHLAB,3281.20,71.88,27422.38,0.73,107.80,28.81,601.90,11.26,25.17
288.,Sumitomo Chemi.,https://www.screener.in/company/SUMICHEM/,SUMICHEM,548.65,62.77,27385.63,0.16,128.39,107.82,831.78,14.85,20.83
289.,Whirlpool India,https://www.screener.in/company/WHIRLPOOL/,WHIRLPOOL,2155.60,108.49,27348.10,0.23,134.03,115.24,2383.70,23.97,8.34
290.,Emcure Pharma,https://www.screener.in/company/EMCURE/consolidated/,EMCURE,1432.20,53.81,27082.67,0.00,152.59,10.48,1815.14,16.64,18.62
291.,CESC,https://www.screener.in/company/CESC/consolidated/,CESC,204.08,19.23,27052.24,2.21,388.00,8.93,4863.00,12.83,11.60
292.,Crompton Gr. Con,https://www.screener.in/company/CROMPTON/consolidated/,CROMPTON,419.25,57.68,26984.35,0.72,152.35,28.20,2137.69,13.90,15.82
293.,Tata Chemicals,https://www.screener.in/company/TATACHEM/consolidated/,TATACHEM,1054.45,34.61,26863.17,1.42,190.00,-73.63,3789.00,-10.17,7.81
294.,SKF India,https://www.screener.in/company/SKFINDIA/,SKFINDIA,5423.20,48.20,26811.20,2.40,159.04,2.92,1206.22,4.93,29.15
295.,Grindwell Norton,https://www.screener.in/company/GRINDWELL/consolidated/,GRINDWELL,2388.30,69.58,26443.26,0.71,93.37,-3.82,705.60,5.57,24.59
296.,ITI,https://www.screener.in/company/ITI/,ITI,275.15,,26438.80,0.00,-91.08,37.03,519.98,231.11,-8.44
297.,Jyoti CNC Auto.,https://www.screener.in/company/JYOTICNC/consolidated/,JYOTICNC,1162.25,122.74,26432.25,0.00,50.92,474.96,361.84,73.85,21.22
298.,K E C Intl.,https://www.screener.in/company/KEC/consolidated/,KEC,1022.45,67.05,26286.00,0.39,87.58,106.90,4511.89,6.32,16.05
299.,Aegis Logistics,https://www.screener.in/company/AEGISLOG/consolidated/,AEGISLOG,748.25,44.90,26263.58,0.87,158.06,13.54,1601.34,-23.76,14.74
300.,Hatsun Agro,https://www.screener.in/company/HATSUN/,HATSUN,1165.00,81.69,25950.17,0.52,130.54,62.89,2375.06,10.44,13.19
301.,PNB Housing,https://www.screener.in/company/PNBHOUSING/,PNBHOUSING,997.80,16.07,25927.12,0.00,438.71,24.39,1812.53,6.69,9.27
302.,Shyam Metalics,https://www.screener.in/company/SHYAMMETL/consolidated/,SHYAMMETL,917.20,23.22,25601.97,0.49,278.12,37.76,3611.61,8.36,10.79
303.,Ratnamani Metals,https://www.screener.in/company/RATNAMANI/consolidated/,RATNAMANI,3636.65,42.91,25490.01,0.38,105.88,-21.46,1183.70,0.75,27.72
304.,Narayana Hrudaya,https://www.screener.in/company/NH/consolidated/,NH,1234.55,31.28,25229.36,0.32,201.50,9.48,1340.95,8.72,26.54
305.,Laurus Labs,https://www.screener.in/company/LAURUSLABS/consolidated/,LAURUSLABS,463.20,169.18,24973.86,0.17,12.68,-49.66,1194.91,1.11,6.60
306.,Anant Raj,https://www.screener.in/company/ANANTRAJ/consolidated/,ANANTRAJ,729.65,82.92,24946.06,0.10,91.01,81.56,471.83,49.24,8.56
307.,Pfizer,https://www.screener.in/company/PFIZER/,PFIZER,5416.15,41.12,24777.66,0.65,150.71,61.14,562.86,5.93,21.98
308.,Natco Pharma,https://www.screener.in/company/NATCOPHARM/consolidated/,NATCOPHARM,1382.90,15.14,24769.10,0.69,668.50,59.05,1362.60,19.47,30.10
309.,Kansai Nerolac,https://www.screener.in/company/KANSAINER/consolidated/,KANSAINER,304.05,36.86,24578.84,0.82,224.87,-0.67,2133.06,-1.10,16.56
310.,Piramal Enterp.,https://www.screener.in/company/PEL/consolidated/,PEL,1088.95,,24553.39,0.92,181.48,-79.25,2122.80,-26.24,3.91
311.,Bikaji Foods,https://www.screener.in/company/BIKAJI/,BIKAJI,978.30,85.33,24494.89,0.10,60.55,40.13,561.40,17.56,29.65
312.,Amara Raja Ener.,https://www.screener.in/company/ARE&M/,ARE&M,1329.95,25.90,24341.46,0.74,244.55,23.11,3131.19,13.01,18.74
313.,Devyani Intl.,https://www.screener.in/company/DEVYANI/consolidated/,DEVYANI,201.77,366.52,24338.84,0.00,22.43,1510.69,1221.90,44.33,8.73
314.,Castrol India,https://www.screener.in/company/CASTROLIND/,CASTROLIND,245.05,27.40,24238.44,3.06,232.17,3.06,1397.54,4.78,56.72
315.,Nuvama Wealth,https://www.screener.in/company/NUVAMA/consolidated/,NUVAMA,6783.90,33.51,24213.44,1.20,220.77,79.52,949.43,46.58,16.54
316.,Kajaria Ceramics,https://www.screener.in/company/KAJARIACER/consolidated/,KAJARIACER,1495.85,58.91,23822.65,0.80,92.32,-16.46,1113.69,4.65,21.15
317.,KIOCL,https://www.screener.in/company/KIOCL/,KIOCL,388.00,,23580.74,0.00,-50.72,12.61,147.37,-70.61,-2.18
318.,Poly Medicure,https://www.screener.in/company/POLYMED/consolidated/,POLYMED,2324.65,87.34,23546.51,0.13,74.04,18.09,384.78,19.93,23.62
319.,Jindal Saw,https://www.screener.in/company/JINDALSAW/consolidated/,JINDALSAW,735.85,13.33,23529.11,0.54,416.43,70.47,4939.08,11.99,21.38
320.,Alembic Pharma,https://www.screener.in/company/APLLTD/consolidated/,APLLTD,1195.75,37.32,23504.04,0.92,134.54,11.56,1561.73,5.09,13.14
321.,Five-Star Bus.Fi,https://www.screener.in/company/FIVESTAR/,FIVESTAR,797.25,25.80,23317.68,0.00,251.57,36.94,666.14,38.67,15.80
322.,Firstsour.Solu.,https://www.screener.in/company/FSL/consolidated/,FSL,329.45,44.32,23223.49,1.06,135.25,7.35,1791.10,17.13,15.42
323.,EIH,https://www.screener.in/company/EIHOTEL/consolidated/,EIHOTEL,369.95,36.39,23135.35,0.32,96.75,-9.72,526.54,5.71,23.62
324.,Guj.St.Petronet,https://www.screener.in/company/GSPL/consolidated/,GSPL,406.15,13.72,22915.45,1.23,526.55,11.92,4727.01,15.06,21.46
325.,Triveni Turbine,https://www.screener.in/company/TRITURBINE/consolidated/,TRITURBINE,711.50,78.47,22616.94,0.37,80.41,31.74,463.28,23.08,38.32
326.,SignatureGlobal,https://www.screener.in/company/SIGNATURE/consolidated/,SIGNATURE,1601.60,745.67,22504.19,0.00,6.80,194.29,400.61,141.54,1.94
